mOTU_ID,mOTU_name
ref_mOTU_v2_5126,Staphylococcus pettenkoferi [ref_mOTU_v2_5126]
ref_mOTU_v2_0570,Staphylococcus saprophyticus [ref_mOTU_v2_0570]
ref_mOTU_v2_1138,Staphylococcus simulans [ref_mOTU_v2_1138]
ref_mOTU_v2_5016,Staphylococcus sp. AL1 [ref_mOTU_v2_5016]
meta_mOTU_v2_6143,Staphylococcus sp. CAG:324 [meta_mOTU_v2_6143]
meta_mOTU_v2_6946,Staphylococcus sp. CAG:324 [meta_mOTU_v2_6946]
meta_mOTU_v2_7279,Staphylococcus sp. CAG:324 [meta_mOTU_v2_7279]
meta_mOTU_v2_7772,Staphylococcus sp. CAG:324 [meta_mOTU_v2_7772]
ref_mOTU_v2_1710,Staphylococcus sp. HGB0015 [ref_mOTU_v2_1710]
ref_mOTU_v2_0893,Staphylococcus sp. [ref_mOTU_v2_0893]
ref_mOTU_v2_2377,Staphylococcus vitulinus [ref_mOTU_v2_2377]
ref_mOTU_v2_0946,Staphylococcus xylosus [ref_mOTU_v2_0946]
ref_mOTU_v2_4592,Staphylothermus hellenicus [ref_mOTU_v2_4592]
ref_mOTU_v2_4182,Staphylothermus marinus [ref_mOTU_v2_4182]
ref_mOTU_v2_4664,Starkeya novella [ref_mOTU_v2_4664]
ref_mOTU_v2_0363,Stenotrophomonas maltophilia [ref_mOTU_v2_0363]
ref_mOTU_v2_0364,Stenotrophomonas maltophilia [ref_mOTU_v2_0364]
ref_mOTU_v2_1142,Stenotrophomonas maltophilia [ref_mOTU_v2_1142]
ref_mOTU_v2_1827,Stenotrophomonas maltophilia [ref_mOTU_v2_1827]
ref_mOTU_v2_2545,Stenotrophomonas maltophilia [ref_mOTU_v2_2545]
ref_mOTU_v2_3778,Stenotrophomonas rhizophila [ref_mOTU_v2_3778]
ref_mOTU_v2_2165,Stenoxybacter acetivorans [ref_mOTU_v2_2165]
ref_mOTU_v2_4104,Stigmatella aurantiaca [ref_mOTU_v2_4104]
meta_mOTU_v2_7344,Stomatobaculum longum [meta_mOTU_v2_7344]
ref_mOTU_v2_4979,Stomatobaculum longum [ref_mOTU_v2_4979]
ref_mOTU_v2_0241,Streptacidiphilus albus [ref_mOTU_v2_0241]
ref_mOTU_v2_0239,Streptacidiphilus carbonis [ref_mOTU_v2_0239]
ref_mOTU_v2_0240,Streptacidiphilus jeojiense [ref_mOTU_v2_0240]
ref_mOTU_v2_3806,Streptacidiphilus jiangxiensis [ref_mOTU_v2_3806]
ref_mOTU_v2_3463,Streptacidiphilus oryzae [ref_mOTU_v2_3463]
ref_mOTU_v2_5265,Streptacidiphilus rugosus [ref_mOTU_v2_5265]
ref_mOTU_v2_0238,Streptacidiphilus sp. [ref_mOTU_v2_0238]
ref_mOTU_v2_4396,Streptobacillus moniliformis [ref_mOTU_v2_4396]
ref_mOTU_v2_0366,Streptococcus agalactiae [ref_mOTU_v2_0366]
ref_mOTU_v2_0534,Streptococcus agalactiae/hyovaginalis [ref_mOTU_v2_0534]
ref_mOTU_v2_0004,Streptococcus anginosus [ref_mOTU_v2_0004]
ref_mOTU_v2_0005,Streptococcus anginosus [ref_mOTU_v2_0005]
ref_mOTU_v2_0351,Streptococcus anginosus [ref_mOTU_v2_0351]
ref_mOTU_v2_0687,Streptococcus anginosus [ref_mOTU_v2_0687]
ref_mOTU_v2_1524,Streptococcus australis [ref_mOTU_v2_1524]
ref_mOTU_v2_2166,Streptococcus caballi [ref_mOTU_v2_2166]
ref_mOTU_v2_4340,Streptococcus canis [ref_mOTU_v2_4340]
ref_mOTU_v2_2167,Streptococcus castoreus [ref_mOTU_v2_2167]
ref_mOTU_v2_0143,Streptococcus constellatus/intermedius [ref_mOTU_v2_0143]
ref_mOTU_v2_5052,Streptococcus criceti [ref_mOTU_v2_5052]
ref_mOTU_v2_1525,Streptococcus cristatus [ref_mOTU_v2_1525]
ref_mOTU_v2_2992,Streptococcus cristatus [ref_mOTU_v2_2992]
ref_mOTU_v2_2168,Streptococcus devriesei [ref_mOTU_v2_2168]
ref_mOTU_v2_2169,Streptococcus didelphis [ref_mOTU_v2_2169]
ref_mOTU_v2_5124,Streptococcus downei [ref_mOTU_v2_5124]
ref_mOTU_v2_0006,Streptococcus dysgalactiae [ref_mOTU_v2_0006]
ref_mOTU_v2_2170,Streptococcus entericus [ref_mOTU_v2_2170]
ref_mOTU_v2_0218,Streptococcus equi [ref_mOTU_v2_0218]
ref_mOTU_v2_0793,Streptococcus equinus [ref_mOTU_v2_0793]
ref_mOTU_v2_2171,Streptococcus ferus [ref_mOTU_v2_2171]
ref_mOTU_v2_1398,Streptococcus gordonii [ref_mOTU_v2_1398]
ref_mOTU_v2_2172,Streptococcus henryi [ref_mOTU_v2_2172]
ref_mOTU_v2_1297,Streptococcus hongkongensis/uberis [ref_mOTU_v2_1297]
ref_mOTU_v2_4948,Streptococcus ictaluri [ref_mOTU_v2_4948]
ref_mOTU_v2_1561,Streptococcus infantis [ref_mOTU_v2_1561]
ref_mOTU_v2_1612,Streptococcus infantis [ref_mOTU_v2_1612]
ref_mOTU_v2_5047,Streptococcus infantis [ref_mOTU_v2_5047]
ref_mOTU_v2_0683,Streptococcus infantis/mitis [ref_mOTU_v2_0683]
ref_mOTU_v2_0938,Streptococcus iniae [ref_mOTU_v2_0938]
ref_mOTU_v2_0352,Streptococcus intermedius [ref_mOTU_v2_0352]
ref_mOTU_v2_4947,Streptococcus macacae [ref_mOTU_v2_4947]
ref_mOTU_v2_2173,Streptococcus marimammalium [ref_mOTU_v2_2173]
ref_mOTU_v2_0535,Streptococcus massiliensis [ref_mOTU_v2_0535]
ref_mOTU_v2_2174,Streptococcus merionis [ref_mOTU_v2_2174]
ref_mOTU_v2_2175,Streptococcus minor [ref_mOTU_v2_2175]
ref_mOTU_v2_0022,Streptococcus mitis [ref_mOTU_v2_0022]
ref_mOTU_v2_0023,Streptococcus mitis [ref_mOTU_v2_0023]
ref_mOTU_v2_0024,Streptococcus mitis [ref_mOTU_v2_0024]
ref_mOTU_v2_0025,Streptococcus mitis [ref_mOTU_v2_0025]
ref_mOTU_v2_0026,Streptococcus mitis [ref_mOTU_v2_0026]
ref_mOTU_v2_0027,Streptococcus mitis [ref_mOTU_v2_0027]
ref_mOTU_v2_0028,Streptococcus mitis [ref_mOTU_v2_0028]
ref_mOTU_v2_0029,Streptococcus mitis [ref_mOTU_v2_0029]
ref_mOTU_v2_0030,Streptococcus mitis [ref_mOTU_v2_0030]
ref_mOTU_v2_0031,Streptococcus mitis [ref_mOTU_v2_0031]
ref_mOTU_v2_0032,Streptococcus mitis [ref_mOTU_v2_0032]
ref_mOTU_v2_0033,Streptococcus mitis [ref_mOTU_v2_0033]
ref_mOTU_v2_1546,Streptococcus mitis [ref_mOTU_v2_1546]
ref_mOTU_v2_4971,Streptococcus mitis [ref_mOTU_v2_4971]
ref_mOTU_v2_5026,Streptococcus mitis [ref_mOTU_v2_5026]
ref_mOTU_v2_0289,Streptococcus mutans [ref_mOTU_v2_0289]
ref_mOTU_v2_0072,Streptococcus oralis [ref_mOTU_v2_0072]
ref_mOTU_v2_0146,Streptococcus oralis [ref_mOTU_v2_0146]
ref_mOTU_v2_0353,Streptococcus oralis [ref_mOTU_v2_0353]
ref_mOTU_v2_0354,Streptococcus oralis [ref_mOTU_v2_0354]
ref_mOTU_v2_0355,Streptococcus oralis [ref_mOTU_v2_0355]
ref_mOTU_v2_0356,Streptococcus oralis [ref_mOTU_v2_0356]
ref_mOTU_v2_0357,Streptococcus oralis [ref_mOTU_v2_0357]
ref_mOTU_v2_0984,Streptococcus oralis [ref_mOTU_v2_0984]
ref_mOTU_v2_1016,Streptococcus oralis [ref_mOTU_v2_1016]
ref_mOTU_v2_2963,Streptococcus oralis [ref_mOTU_v2_2963]
ref_mOTU_v2_2176,Streptococcus orisratti [ref_mOTU_v2_2176]
ref_mOTU_v2_2177,Streptococcus ovis [ref_mOTU_v2_2177]
ref_mOTU_v2_0144,Streptococcus parasanguinis [ref_mOTU_v2_0144]
ref_mOTU_v2_0787,Streptococcus parauberis [ref_mOTU_v2_0787]
ref_mOTU_v2_5116,Streptococcus peroris [ref_mOTU_v2_5116]
ref_mOTU_v2_1544,Streptococcus phocae [ref_mOTU_v2_1544]
ref_mOTU_v2_2179,Streptococcus plurextorum [ref_mOTU_v2_2179]
ref_mOTU_v2_0020,Streptococcus pneumoniae [ref_mOTU_v2_0020]
ref_mOTU_v2_2180,Streptococcus porci [ref_mOTU_v2_2180]
ref_mOTU_v2_5051,Streptococcus porcinus [ref_mOTU_v2_5051]
ref_mOTU_v2_0021,Streptococcus pseudopneumoniae [ref_mOTU_v2_0021]
ref_mOTU_v2_1516,Streptococcus pseudoporcinus [ref_mOTU_v2_1516]
ref_mOTU_v2_0104,Streptococcus pyogenes [ref_mOTU_v2_0104]
ref_mOTU_v2_1491,Streptococcus ratti [ref_mOTU_v2_1491]
ref_mOTU_v2_0199,Streptococcus salivarius [ref_mOTU_v2_0199]
ref_mOTU_v2_0656,Streptococcus salivarius [ref_mOTU_v2_0656]
ref_mOTU_v2_0278,Streptococcus sanguinis [ref_mOTU_v2_0278]
ref_mOTU_v2_0279,Streptococcus sanguinis [ref_mOTU_v2_0279]
ref_mOTU_v2_5117,Streptococcus sanguinis [ref_mOTU_v2_5117]
ref_mOTU_v2_5118,Streptococcus sanguinis [ref_mOTU_v2_5118]
ref_mOTU_v2_3713,Streptococcus sinensis [ref_mOTU_v2_3713]
ref_mOTU_v2_0288,Streptococcus sobrinus [ref_mOTU_v2_0288]
ref_mOTU_v2_1399,Streptococcus sp. 2_1_36FAA [ref_mOTU_v2_1399]
ref_mOTU_v2_5298,Streptococcus sp. F0442 [ref_mOTU_v2_5298]
ref_mOTU_v2_2507,Streptococcus sp. HPH0090 [ref_mOTU_v2_2507]
ref_mOTU_v2_0145,Streptococcus sp. HSISM1 [ref_mOTU_v2_0145]
ref_mOTU_v2_4515,Streptococcus sp. M334 [ref_mOTU_v2_4515]
ref_mOTU_v2_1746,Streptococcus sp. SK140 [ref_mOTU_v2_1746]
ref_mOTU_v2_1747,Streptococcus sp. SK643 [ref_mOTU_v2_1747]
ref_mOTU_v2_0261,Streptococcus sp. [ref_mOTU_v2_0261]
ref_mOTU_v2_0416,Streptococcus sp. [ref_mOTU_v2_0416]
ref_mOTU_v2_0650,Streptococcus sp. [ref_mOTU_v2_0650]
ref_mOTU_v2_5015,Streptococcus sp. [ref_mOTU_v2_5015]
ref_mOTU_v2_5125,Streptococcus sp. [ref_mOTU_v2_5125]
ref_mOTU_v2_0062,Streptococcus suis [ref_mOTU_v2_0062]
ref_mOTU_v2_0063,Streptococcus suis [ref_mOTU_v2_0063]
ref_mOTU_v2_0064,Streptococcus suis [ref_mOTU_v2_0064]
ref_mOTU_v2_0065,Streptococcus suis [ref_mOTU_v2_0065]
ref_mOTU_v2_0066,Streptococcus suis [ref_mOTU_v2_0066]
ref_mOTU_v2_0802,Streptococcus suis [ref_mOTU_v2_0802]
ref_mOTU_v2_3037,Streptococcus suis [ref_mOTU_v2_3037]
ref_mOTU_v2_0219,Streptococcus thermophilus [ref_mOTU_v2_0219]
ref_mOTU_v2_2181,Streptococcus thoraltensis [ref_mOTU_v2_2181]
ref_mOTU_v2_3121,Streptococcus uberis [ref_mOTU_v2_3121]
ref_mOTU_v2_1502,Streptococcus urinalis [ref_mOTU_v2_1502]
ref_mOTU_v2_0198,Streptococcus vestibularis [ref_mOTU_v2_0198]
ref_mOTU_v2_1478,Streptomyces achromogenes/lavenduligriseus [ref_mOTU_v2_1478]
ref_mOTU_v2_1809,Streptomyces acidiscabies [ref_mOTU_v2_1809]
ref_mOTU_v2_0647,Streptomyces albidoflavus/albus [ref_mOTU_v2_0647]
ref_mOTU_v2_4758,Streptomyces alboflavus [ref_mOTU_v2_4758]
ref_mOTU_v2_1044,Streptomyces albulus [ref_mOTU_v2_1044]
ref_mOTU_v2_0774,Streptomyces albus [ref_mOTU_v2_0774]
ref_mOTU_v2_0952,Streptomyces atroolivaceus [ref_mOTU_v2_0952]
ref_mOTU_v2_2357,Streptomyces auratus [ref_mOTU_v2_2357]
ref_mOTU_v2_4759,Streptomyces aureocirculatus [ref_mOTU_v2_4759]
ref_mOTU_v2_1215,Streptomyces aureofaciens [ref_mOTU_v2_1215]
ref_mOTU_v2_1299,Streptomyces avermitilis [ref_mOTU_v2_1299]
ref_mOTU_v2_4365,Streptomyces avicenniae [ref_mOTU_v2_4365]
ref_mOTU_v2_4750,Streptomyces bicolor [ref_mOTU_v2_4750]
ref_mOTU_v2_3732,Streptomyces bikiniensis [ref_mOTU_v2_3732]
ref_mOTU_v2_4915,Streptomyces bingchenggensis [ref_mOTU_v2_4915]
ref_mOTU_v2_0242,Streptomyces bottropensis/scabiei [ref_mOTU_v2_0242]
ref_mOTU_v2_4751,Streptomyces catenulae [ref_mOTU_v2_4751]
ref_mOTU_v2_0054,Streptomyces cattleya [ref_mOTU_v2_0054]
ref_mOTU_v2_4569,Streptomyces celluloflavus [ref_mOTU_v2_4569]
ref_mOTU_v2_3750,Streptomyces cellulosae [ref_mOTU_v2_3750]
ref_mOTU_v2_1713,Streptomyces chartreusis [ref_mOTU_v2_1713]
ref_mOTU_v2_1393,Streptomyces clavuligerus [ref_mOTU_v2_1393]
ref_mOTU_v2_2564,Streptomyces collinus [ref_mOTU_v2_2564]
ref_mOTU_v2_2563,Streptomyces davawensis [ref_mOTU_v2_2563]
ref_mOTU_v2_4783,Streptomyces durhamensis [ref_mOTU_v2_4783]
ref_mOTU_v2_2182,Streptomyces flavidovirens [ref_mOTU_v2_2182]
ref_mOTU_v2_4784,Streptomyces flavochromogenes [ref_mOTU_v2_4784]
ref_mOTU_v2_1229,Streptomyces flavovariabilis [ref_mOTU_v2_1229]
ref_mOTU_v2_3735,Streptomyces fradiae [ref_mOTU_v2_3735]
ref_mOTU_v2_3891,Streptomyces fulvoviolaceus [ref_mOTU_v2_3891]
ref_mOTU_v2_4036,Streptomyces galbus [ref_mOTU_v2_4036]
ref_mOTU_v2_1447,Streptomyces ghanaensis/viridosporus [ref_mOTU_v2_1447]
ref_mOTU_v2_3736,Streptomyces glaucescens [ref_mOTU_v2_3736]
ref_mOTU_v2_5288,Streptomyces griseoaurantiacus [ref_mOTU_v2_5288]
ref_mOTU_v2_3533,Streptomyces griseofuscus [ref_mOTU_v2_3533]
ref_mOTU_v2_1313,Streptomyces griseoluteus [ref_mOTU_v2_1313]
ref_mOTU_v2_1222,Streptomyces griseus [ref_mOTU_v2_1222]
ref_mOTU_v2_1244,Streptomyces halstedii [ref_mOTU_v2_1244]
ref_mOTU_v2_4290,Streptomyces himastatinicus [ref_mOTU_v2_4290]
ref_mOTU_v2_3015,Streptomyces hokutonensis [ref_mOTU_v2_3015]
ref_mOTU_v2_0579,Streptomyces hygroscopicus [ref_mOTU_v2_0579]
ref_mOTU_v2_4785,Streptomyces iakyrus [ref_mOTU_v2_4785]
ref_mOTU_v2_1217,Streptomyces katrae [ref_mOTU_v2_1217]
ref_mOTU_v2_4327,Streptomyces lydicus [ref_mOTU_v2_4327]
ref_mOTU_v2_4248,Streptomyces megasporus [ref_mOTU_v2_4248]
ref_mOTU_v2_4786,Streptomyces mirabilis [ref_mOTU_v2_4786]
ref_mOTU_v2_2607,Streptomyces mobaraensis [ref_mOTU_v2_2607]
ref_mOTU_v2_1219,Streptomyces mutabilis [ref_mOTU_v2_1219]
ref_mOTU_v2_4787,Streptomyces natalensis [ref_mOTU_v2_4787]
ref_mOTU_v2_4734,Streptomyces niger [ref_mOTU_v2_4734]
ref_mOTU_v2_3125,Streptomyces niveus [ref_mOTU_v2_3125]
ref_mOTU_v2_1407,Streptomyces ochraceiscleroticus/violens [ref_mOTU_v2_1407]
ref_mOTU_v2_4072,Streptomyces olindensis [ref_mOTU_v2_4072]
ref_mOTU_v2_1406,Streptomyces olivaceus [ref_mOTU_v2_1406]
ref_mOTU_v2_4788,Streptomyces peruviensis [ref_mOTU_v2_4788]
ref_mOTU_v2_1033,Streptomyces prunicolor [ref_mOTU_v2_1033]
ref_mOTU_v2_1674,Streptomyces purpureus [ref_mOTU_v2_1674]
ref_mOTU_v2_1227,Streptomyces pyridomyceticus [ref_mOTU_v2_1227]
ref_mOTU_v2_0660,Streptomyces rapamycinicus/violaceusniger [ref_mOTU_v2_0660]
ref_mOTU_v2_4760,Streptomyces resistomycificus [ref_mOTU_v2_4760]
ref_mOTU_v2_1058,Streptomyces rimosus [ref_mOTU_v2_1058]
ref_mOTU_v2_4736,Streptomyces roseoverticillatus [ref_mOTU_v2_4736]
ref_mOTU_v2_3738,Streptomyces scabiei [ref_mOTU_v2_3738]
ref_mOTU_v2_2183,Streptomyces scabrisporus [ref_mOTU_v2_2183]
ref_mOTU_v2_3746,Streptomyces sclerotialus [ref_mOTU_v2_3746]
ref_mOTU_v2_3413,Streptomyces scopuliridis [ref_mOTU_v2_3413]
ref_mOTU_v2_1218,Streptomyces seoulensis [ref_mOTU_v2_1218]
ref_mOTU_v2_2274,Streptomyces somaliensis [ref_mOTU_v2_2274]
ref_mOTU_v2_2386,Streptomyces sp. 142MFCol3.1 [ref_mOTU_v2_2386]
ref_mOTU_v2_2387,Streptomyces sp. 303MFCol5.2 [ref_mOTU_v2_2387]
ref_mOTU_v2_2546,Streptomyces sp. AA0539 [ref_mOTU_v2_2546]
ref_mOTU_v2_0652,Streptomyces sp. ATexAB-D23 [ref_mOTU_v2_0652]
ref_mOTU_v2_2337,Streptomyces sp. Amel2xE9 [ref_mOTU_v2_2337]
ref_mOTU_v2_2338,Streptomyces sp. BoleA5 [ref_mOTU_v2_2338]
ref_mOTU_v2_3838,Streptomyces sp. C [ref_mOTU_v2_3838]
ref_mOTU_v2_2280,Streptomyces sp. CNH099 [ref_mOTU_v2_2280]
ref_mOTU_v2_2384,Streptomyces sp. CNT372 [ref_mOTU_v2_2384]
ref_mOTU_v2_4854,Streptomyces sp. GXT6 [ref_mOTU_v2_4854]
ref_mOTU_v2_2330,Streptomyces sp. HmicA12 [ref_mOTU_v2_2330]
ref_mOTU_v2_2327,Streptomyces sp. LaPpAH-108 [ref_mOTU_v2_2327]
ref_mOTU_v2_4298,Streptomyces sp. Mg1 [ref_mOTU_v2_4298]
ref_mOTU_v2_2328,Streptomyces sp. MspMP-M5 [ref_mOTU_v2_2328]
ref_mOTU_v2_2339,Streptomyces sp. PsTaAH-124 [ref_mOTU_v2_2339]
ref_mOTU_v2_2936,Streptomyces sp. TAA040 [ref_mOTU_v2_2936]
ref_mOTU_v2_2942,Streptomyces sp. TAA204 [ref_mOTU_v2_2942]
ref_mOTU_v2_2982,Streptomyces sp. TAA486 [ref_mOTU_v2_2982]
ref_mOTU_v2_3160,Streptomyces sp. URHA0041 [ref_mOTU_v2_3160]
ref_mOTU_v2_0046,Streptomyces sp. [ref_mOTU_v2_0046]
ref_mOTU_v2_0243,Streptomyces sp. [ref_mOTU_v2_0243]
ref_mOTU_v2_0244,Streptomyces sp. [ref_mOTU_v2_0244]
ref_mOTU_v2_0245,Streptomyces sp. [ref_mOTU_v2_0245]
ref_mOTU_v2_0592,Streptomyces sp. [ref_mOTU_v2_0592]
ref_mOTU_v2_0593,Streptomyces sp. [ref_mOTU_v2_0593]
ref_mOTU_v2_0648,Streptomyces sp. [ref_mOTU_v2_0648]
ref_mOTU_v2_0651,Streptomyces sp. [ref_mOTU_v2_0651]
ref_mOTU_v2_0655,Streptomyces sp. [ref_mOTU_v2_0655]
ref_mOTU_v2_0701,Streptomyces sp. [ref_mOTU_v2_0701]
ref_mOTU_v2_0706,Streptomyces sp. [ref_mOTU_v2_0706]
ref_mOTU_v2_0707,Streptomyces sp. [ref_mOTU_v2_0707]
ref_mOTU_v2_0764,Streptomyces sp. [ref_mOTU_v2_0764]
ref_mOTU_v2_0951,Streptomyces sp. [ref_mOTU_v2_0951]
ref_mOTU_v2_1214,Streptomyces sp. [ref_mOTU_v2_1214]
ref_mOTU_v2_1216,Streptomyces sp. [ref_mOTU_v2_1216]
ref_mOTU_v2_1220,Streptomyces sp. [ref_mOTU_v2_1220]
ref_mOTU_v2_1223,Streptomyces sp. [ref_mOTU_v2_1223]
ref_mOTU_v2_1224,Streptomyces sp. [ref_mOTU_v2_1224]
ref_mOTU_v2_1225,Streptomyces sp. [ref_mOTU_v2_1225]
ref_mOTU_v2_1226,Streptomyces sp. [ref_mOTU_v2_1226]
ref_mOTU_v2_1228,Streptomyces sp. [ref_mOTU_v2_1228]
ref_mOTU_v2_3512,Streptomyces sp. [ref_mOTU_v2_3512]
ref_mOTU_v2_3513,Streptomyces sp. [ref_mOTU_v2_3513]
ref_mOTU_v2_3514,Streptomyces sp. [ref_mOTU_v2_3514]
ref_mOTU_v2_3515,Streptomyces sp. [ref_mOTU_v2_3515]
ref_mOTU_v2_3516,Streptomyces sp. [ref_mOTU_v2_3516]
ref_mOTU_v2_3517,Streptomyces sp. [ref_mOTU_v2_3517]
ref_mOTU_v2_3518,Streptomyces sp. [ref_mOTU_v2_3518]
ref_mOTU_v2_3519,Streptomyces sp. [ref_mOTU_v2_3519]
ref_mOTU_v2_3520,Streptomyces sp. [ref_mOTU_v2_3520]
ref_mOTU_v2_3521,Streptomyces sp. [ref_mOTU_v2_3521]
ref_mOTU_v2_3522,Streptomyces sp. [ref_mOTU_v2_3522]
ref_mOTU_v2_3523,Streptomyces sp. [ref_mOTU_v2_3523]
ref_mOTU_v2_3524,Streptomyces sp. [ref_mOTU_v2_3524]
ref_mOTU_v2_3525,Streptomyces sp. [ref_mOTU_v2_3525]
ref_mOTU_v2_3526,Streptomyces sp. [ref_mOTU_v2_3526]
ref_mOTU_v2_3527,Streptomyces sp. [ref_mOTU_v2_3527]
ref_mOTU_v2_3528,Streptomyces sp. [ref_mOTU_v2_3528]
ref_mOTU_v2_3529,Streptomyces sp. [ref_mOTU_v2_3529]
ref_mOTU_v2_3530,Streptomyces sp. [ref_mOTU_v2_3530]
ref_mOTU_v2_2184,Streptomyces sulphureus [ref_mOTU_v2_2184]
ref_mOTU_v2_3013,Streptomyces thermolilacinus [ref_mOTU_v2_3013]
ref_mOTU_v2_4504,Streptomyces toyocaensis [ref_mOTU_v2_4504]
ref_mOTU_v2_4761,Streptomyces varsoviensis [ref_mOTU_v2_4761]
ref_mOTU_v2_5255,Streptomyces venezuelae [ref_mOTU_v2_5255]
ref_mOTU_v2_1209,Streptomyces virginiae [ref_mOTU_v2_1209]
ref_mOTU_v2_4593,Streptomyces viridochromogenes [ref_mOTU_v2_4593]
ref_mOTU_v2_2185,Streptomyces vitaminophilus [ref_mOTU_v2_2185]
ref_mOTU_v2_1312,Streptomyces wedmorensis [ref_mOTU_v2_1312]
ref_mOTU_v2_3890,Streptomyces xylophagus [ref_mOTU_v2_3890]
ref_mOTU_v2_3464,Streptomyces yeochonensis [ref_mOTU_v2_3464]
ref_mOTU_v2_1090,Streptomycetaceae sp. [ref_mOTU_v2_1090]
ref_mOTU_v2_1195,Streptomycetaceae sp. [ref_mOTU_v2_1195]
ref_mOTU_v2_3181,Streptomycetaceae sp. [ref_mOTU_v2_3181]
ref_mOTU_v2_3753,Streptosporangium amethystogenes [ref_mOTU_v2_3753]
ref_mOTU_v2_4335,Streptosporangium roseum [ref_mOTU_v2_4335]
ref_mOTU_v2_4738,Subdoligranulum sp. 4_3_54A2FAA [ref_mOTU_v2_4738]
meta_mOTU_v2_6768,Subdoligranulum sp. CAG:314 [meta_mOTU_v2_6768]
ref_mOTU_v2_4208,Subdoligranulum variabile [ref_mOTU_v2_4208]
meta_mOTU_v2_6580,Succinatimonas hippei [meta_mOTU_v2_6580]
ref_mOTU_v2_4944,Succinatimonas hippei [ref_mOTU_v2_4944]
ref_mOTU_v2_2815,Succinimonas amylolytica [ref_mOTU_v2_2815]
ref_mOTU_v2_1685,Succinispira mobilis [ref_mOTU_v2_1685]
meta_mOTU_v2_7277,Succinivibrio dextrinosolvens [meta_mOTU_v2_7277]
ref_mOTU_v2_3344,Succinivibrio dextrinosolvens [ref_mOTU_v2_3344]
ref_mOTU_v2_1022,Sulfitobacter donghicola [ref_mOTU_v2_1022]
ref_mOTU_v2_3093,Sulfitobacter geojensis [ref_mOTU_v2_3093]
ref_mOTU_v2_3419,Sulfitobacter guttiformis [ref_mOTU_v2_3419]
ref_mOTU_v2_3420,Sulfitobacter mediterraneus [ref_mOTU_v2_3420]
ref_mOTU_v2_4991,Sulfitobacter mediterraneus [ref_mOTU_v2_4991]
ref_mOTU_v2_3095,Sulfitobacter noctilucae [ref_mOTU_v2_3095]
ref_mOTU_v2_3094,Sulfitobacter noctilucicola [ref_mOTU_v2_3094]
ref_mOTU_v2_1141,Sulfitobacter pontiacus [ref_mOTU_v2_1141]
ref_mOTU_v2_3266,Sulfitobacter pseudonitzschiae [ref_mOTU_v2_3266]
ref_mOTU_v2_3168,Sulfitobacter sp. 20_GPM-1509m [ref_mOTU_v2_3168]
ref_mOTU_v2_0223,Sulfobacillus acidophilus [ref_mOTU_v2_0223]
ref_mOTU_v2_0804,Sulfobacillus thermosulfidooxidans [ref_mOTU_v2_0804]
ref_mOTU_v2_2953,Sulfolobales sp. [ref_mOTU_v2_2953]
ref_mOTU_v2_3053,Sulfolobales sp. [ref_mOTU_v2_3053]
ref_mOTU_v2_0121,Sulfolobus acidocaldarius [ref_mOTU_v2_0121]
ref_mOTU_v2_0576,Sulfolobus islandicus [ref_mOTU_v2_0576]
ref_mOTU_v2_1321,Sulfolobus solfataricus [ref_mOTU_v2_1321]
ref_mOTU_v2_3872,Sulfolobus tokodaii [ref_mOTU_v2_3872]
ref_mOTU_v2_2368,Sulfuricella denitrificans [ref_mOTU_v2_2368]
ref_mOTU_v2_4844,Sulfuricurvum kujiense [ref_mOTU_v2_4844]
ref_mOTU_v2_3652,Sulfuricurvum sp. MLSB [ref_mOTU_v2_3652]
ref_mOTU_v2_3760,Sulfurihydrogenibium azorense [ref_mOTU_v2_3760]
ref_mOTU_v2_4241,Sulfurihydrogenibium sp. YO3AOP1 [ref_mOTU_v2_4241]
ref_mOTU_v2_2186,Sulfurihydrogenibium subterraneum [ref_mOTU_v2_2186]
ref_mOTU_v2_4516,Sulfurimonas autotrophica [ref_mOTU_v2_4516]
ref_mOTU_v2_4011,Sulfurimonas denitrificans [ref_mOTU_v2_4011]
ref_mOTU_v2_1530,Sulfurimonas gotlandica [ref_mOTU_v2_1530]
ref_mOTU_v2_2390,Sulfurimonas sp. AST-10 [ref_mOTU_v2_2390]
ref_mOTU_v2_2187,Sulfurospirillum arcachonense [ref_mOTU_v2_2187]
ref_mOTU_v2_4933,Sulfurospirillum barnesii [ref_mOTU_v2_4933]
ref_mOTU_v2_4429,Sulfurospirillum deleyianum [ref_mOTU_v2_4429]
ref_mOTU_v2_2319,Sulfurospirillum multivorans [ref_mOTU_v2_2319]
ref_mOTU_v2_3681,Sulfurospirillum sp. MES [ref_mOTU_v2_3681]
ref_mOTU_v2_3651,Sulfurospirillum sp. SCADC [ref_mOTU_v2_3651]
ref_mOTU_v2_2373,Sulfurovum sp. AR [ref_mOTU_v2_2373]
ref_mOTU_v2_4124,Sulfurovum sp. NBC37-1 [ref_mOTU_v2_4124]
meta_mOTU_v2_6907,Sutterella parvirubra [meta_mOTU_v2_6907]
meta_mOTU_v2_7305,Sutterella sp. CAG:351 [meta_mOTU_v2_7305]
meta_mOTU_v2_7614,Sutterella sp. CAG:351 [meta_mOTU_v2_7614]
meta_mOTU_v2_6213,Sutterella sp. CAG:521 [meta_mOTU_v2_6213]
meta_mOTU_v2_6395,Sutterella sp. CAG:521 [meta_mOTU_v2_6395]
